BusinessPartner,BusinessPartnerIsVIP,TradingPartner,FactoryCalendar,BusinessPartnerOfficeCountry,BusinessPartnerOfficeRegion,BPRegisteredOfficeName,BPBalanceSheetCurrency,BPLastCptlIncrAmtInBalShtCrcy,BPLastCapitalIncreaseYear,BPBalanceSheetDisplayType,BusinessPartnerCitizenship,BPMaritalPropertyRegime,BusinessPartnerIncomeCurrency,BPNumberOfChildren,BPNumberOfHouseholdMembers,BPAnnualNetIncAmtInIncomeCrcy,BPMonthlyNetIncAmtInIncomeCrcy,BPAnnualNetIncomeYear,BPMonthlyNetIncomeMonth,BPMonthlyNetIncomeYear,BPPlaceOfDeathName,CustomerIsUnwanted,UndesirabilityReason,UndesirabilityComment,LastCustomerContactDate,BPGroupingCharacter,BPLetterSalutation,BusinessPartnerTargetGroup,BusinessPartnerEmployeeGroup,BusinessPartnerIsEmployee,BPTermnBusRelationsBankDate
n-19908864,true,908864,64,864,864,BPRegisteredOfficeName-19908864,08864,8590102799723.296,8864,4,864,64,08864,22,8,2835757606503.279,2472347940738.156,8864,64,8864,BPPlaceOfDeathName-19908864,true,64,UndesirabilityComment-19908864,2002-05-08,r-19908864,64,8864,8864,true,2023-09-02
n-19908865,false,908865,65,865,865,BPRegisteredOfficeName-19908865,08865,1741943150543.103,8865,5,865,65,08865,88,52,5158653320229.923,3624647889894.499,8865,65,8865,BPPlaceOfDeathName-19908865,false,65,UndesirabilityComment-19908865,2010-10-10,r-19908865,65,8865,8865,false,2018-06-07
n-19908866,true,908866,66,866,866,BPRegisteredOfficeName-19908866,08866,6358092940073.467,8866,6,866,66,08866,91,42,6487677704118.756,9911877589489.568,8866,66,8866,BPPlaceOfDeathName-19908866,true,66,UndesirabilityComment-19908866,2014-12-08,r-19908866,66,8866,8866,true,2012-01-05
n-19908867,false,908867,67,867,867,BPRegisteredOfficeName-19908867,08867,2286399124459.408,8867,7,867,67,08867,97,40,8900979343503.31,7560098682094.864,8867,67,8867,BPPlaceOfDeathName-19908867,false,67,UndesirabilityComment-19908867,2004-11-12,r-19908867,67,8867,8867,false,2010-07-22
n-19908868,true,908868,68,868,868,BPRegisteredOfficeName-19908868,08868,7526364277565.547,8868,8,868,68,08868,44,73,4714665718684.066,7393432917588.809,8868,68,8868,BPPlaceOfDeathName-19908868,true,68,UndesirabilityComment-19908868,2018-09-29,r-19908868,68,8868,8868,true,2008-02-23
n-19908869,false,908869,69,869,869,BPRegisteredOfficeName-19908869,08869,6110283711021.609,8869,9,869,69,08869,52,5,6493089723137.781,1422380374458.526,8869,69,8869,BPPlaceOfDeathName-19908869,false,69,UndesirabilityComment-19908869,2014-07-04,r-19908869,69,8869,8869,false,2015-01-14
n-19908870,true,908870,70,870,870,BPRegisteredOfficeName-19908870,08870,6925888855753.701,8870,0,870,70,08870,1,26,5572591423373.377,5296709056881.746,8870,70,8870,BPPlaceOfDeathName-19908870,true,70,UndesirabilityComment-19908870,2003-11-23,r-19908870,70,8870,8870,true,2005-07-02
n-19908871,false,908871,71,871,871,BPRegisteredOfficeName-19908871,08871,2172542794823.583,8871,1,871,71,08871,82,72,2999747730741.45,2529370045643.781,8871,71,8871,BPPlaceOfDeathName-19908871,false,71,UndesirabilityComment-19908871,2021-11-30,r-19908871,71,8871,8871,false,2009-06-07
n-19908872,true,908872,72,872,872,BPRegisteredOfficeName-19908872,08872,7747075331956.435,8872,2,872,72,08872,0,3,9047518641049.76,1034468238683.181,8872,72,8872,BPPlaceOfDeathName-19908872,true,72,UndesirabilityComment-19908872,2011-06-01,r-19908872,72,8872,8872,true,2008-09-17
n-19908873,false,908873,73,873,873,BPRegisteredOfficeName-19908873,08873,9186370586814.16,8873,3,873,73,08873,80,14,4500573270561.671,5358931382887.734,8873,73,8873,BPPlaceOfDeathName-19908873,false,73,UndesirabilityComment-19908873,2012-05-20,r-19908873,73,8873,8873,false,2006-11-23
n-19908874,true,908874,74,874,874,BPRegisteredOfficeName-19908874,08874,1623487061066.977,8874,4,874,74,08874,75,34,7590147236373.923,4326538008505.254,8874,74,8874,BPPlaceOfDeathName-19908874,true,74,UndesirabilityComment-19908874,2014-03-21,r-19908874,74,8874,8874,true,2005-01-04
n-19908875,false,908875,75,875,875,BPRegisteredOfficeName-19908875,08875,80657871398.22,8875,5,875,75,08875,18,47,3307803868959.211,5721299367954.323,8875,75,8875,BPPlaceOfDeathName-19908875,false,75,UndesirabilityComment-19908875,2021-10-10,r-19908875,75,8875,8875,false,2020-07-09
n-19908876,true,908876,76,876,876,BPRegisteredOfficeName-19908876,08876,5858336397532.441,8876,6,876,76,08876,52,81,6391787376793.331,8333446523008.198,8876,76,8876,BPPlaceOfDeathName-19908876,true,76,UndesirabilityComment-19908876,2001-03-17,r-19908876,76,8876,8876,true,2018-03-18
